Python 3.7.7
/home/dnair2m/miniconda3/envs/evidence/bin/python
/home/dnair2m/evidential_regression
So 18. Apr 18:43:00 CEST 2021
Hostname :  wr17
####### trying gpu
GOT GPU now loading data ,  [PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
Tesnorflow version : 2.1.0
[0] 	 RMSE: 0.4964 	 NLL: 12.4187 	 train_loss: 19017.7266 	 t: 12.15 sec
[48900] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9914.6455 	 t: 36.57 sec
[49000] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9740.1025 	 t: 36.55 sec
[49100] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9427.8115 	 t: 36.84 sec
[49200] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9660.3086 	 t: 36.60 sec
[49300] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10023.9834 	 t: 36.68 sec
[49400] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9777.9248 	 t: 36.77 sec
[49500] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9756.6699 	 t: 36.67 sec
[49600] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9713.6934 	 t: 36.82 sec
[49700] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10463.3330 	 t: 36.73 sec
[49800] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9469.8379 	 t: 36.64 sec
[49900] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10088.6113 	 t: 36.61 sec
[50000] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9531.2871 	 t: 36.72 sec
[50100] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10137.1455 	 t: 36.52 sec
[50200] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10428.5156 	 t: 36.69 sec
[50300] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10377.5391 	 t: 36.56 sec
[50400] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10405.3457 	 t: 36.70 sec
[50500] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10065.5898 	 t: 36.66 sec
[50600] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10361.0322 	 t: 36.71 sec
[50700] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10299.4883 	 t: 36.84 sec
[50800] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10373.5664 	 t: 36.59 sec
[50900] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9977.0352 	 t: 36.61 sec
[51000] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9736.3545 	 t: 36.69 sec
[51100] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 8880.2666 	 t: 36.57 sec
[51200] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9621.4648 	 t: 36.59 sec
[51300] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10672.8242 	 t: 36.82 sec
[51400] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10306.6309 	 t: 36.55 sec
[51500] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10021.9766 	 t: 36.81 sec
[51600] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10228.3486 	 t: 36.67 sec
[51700] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10378.9609 	 t: 36.64 sec
[51800] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10084.8301 	 t: 38.77 sec
[51900] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10322.1211 	 t: 40.62 sec
[52000] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10025.8828 	 t: 40.41 sec
[52100] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10053.8633 	 t: 41.07 sec
[52200] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9455.7842 	 t: 40.71 sec
[52300] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9685.7520 	 t: 38.26 sec
[52400] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9516.9551 	 t: 36.81 sec
[52500] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9721.4697 	 t: 36.70 sec
[52600] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10568.0605 	 t: 36.80 sec
[52700] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9694.8496 	 t: 36.74 sec
[52800] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9967.9326 	 t: 36.76 sec
[52900] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9738.5732 	 t: 36.77 sec
[53000] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10410.1104 	 t: 36.76 sec
[53100] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10095.7568 	 t: 36.75 sec
[53200] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10216.4863 	 t: 36.68 sec
[53300] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9474.0801 	 t: 36.75 sec
[53400] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10310.9766 	 t: 36.66 sec
[53500] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10504.0420 	 t: 36.80 sec
[53600] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10265.2100 	 t: 36.67 sec
[53700] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10172.6367 	 t: 36.76 sec
[53800] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9884.6738 	 t: 36.81 sec
[53900] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9320.7529 	 t: 36.87 sec
[54000] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10399.7754 	 t: 36.69 sec
[54100] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9854.0566 	 t: 36.67 sec
[54200] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10496.4736 	 t: 36.68 sec
[54300] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10466.0977 	 t: 36.81 sec
[54400] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10665.4541 	 t: 36.65 sec
[54500] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10311.7148 	 t: 36.77 sec
[54600] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10161.7432 	 t: 36.84 sec
[54700] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10041.4600 	 t: 36.79 sec
[54800] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9833.9473 	 t: 36.94 sec
[54900] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9960.0869 	 t: 36.76 sec
[55000] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9984.7383 	 t: 36.49 sec
[55100] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9431.6855 	 t: 36.53 sec
[55200] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9565.6562 	 t: 36.73 sec
[55300] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9565.8711 	 t: 36.67 sec
[55400] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9288.7715 	 t: 36.57 sec
[55500] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10108.0371 	 t: 36.69 sec
[55600] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9912.1875 	 t: 36.68 sec
[55700] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10209.6738 	 t: 36.78 sec
[55800] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9503.9434 	 t: 36.66 sec
[55900] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10853.2656 	 t: 59.35 sec
[56000] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10652.4443 	 t: 36.85 sec
[56100] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10309.7305 	 t: 36.85 sec
[56200] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10711.5498 	 t: 36.82 sec
[56300] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10304.7607 	 t: 36.77 sec
[56400] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10380.3477 	 t: 37.04 sec
[56500] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10294.8398 	 t: 36.80 sec
[56600] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10515.5693 	 t: 36.85 sec
[56700] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10346.7754 	 t: 36.85 sec
[56800] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9926.4697 	 t: 36.58 sec
[56900] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10409.3125 	 t: 36.82 sec
[57000] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9691.3428 	 t: 36.86 sec
[57100] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9789.3574 	 t: 37.43 sec
[57200] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9985.9395 	 t: 37.54 sec
[57300] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9940.7979 	 t: 36.79 sec
[57400] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10134.6904 	 t: 36.86 sec
[57500] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10222.5000 	 t: 36.75 sec
[57600] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9890.9561 	 t: 36.82 sec
[57700] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9908.0898 	 t: 36.80 sec
[57800] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10401.4980 	 t: 36.86 sec
[57900] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10612.4609 	 t: 36.95 sec
[58000] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10433.1738 	 t: 37.01 sec
[58100] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9686.0996 	 t: 36.92 sec
[58200] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10214.6758 	 t: 36.79 sec
[58300] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10001.6191 	 t: 36.80 sec
[58400] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10173.8115 	 t: 37.67 sec
[58500] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9672.5732 	 t: 36.88 sec
[58600] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10541.6719 	 t: 36.91 sec
[58700] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10082.2041 	 t: 36.84 sec
[58800] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10411.6680 	 t: 37.07 sec
[58900] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9952.3984 	 t: 36.90 sec
[59000] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 9943.7188 	 t: 36.89 sec
[59100] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10599.9395 	 t: 37.31 sec
[59200] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10367.9863 	 t: 36.87 sec
[59300] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10289.0918 	 t: 36.82 sec
[59400] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10384.8447 	 t: 36.87 sec
[59500] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10104.9922 	 t: 37.02 sec
[59600] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10347.9287 	 t: 36.95 sec
[59700] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10186.8203 	 t: 37.67 sec
[59800] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10542.5781 	 t: 36.85 sec
[59900] 	 RMSE: 0.0885 	 NLL: -1.0022 	 train_loss: 10494.4775 	 t: 37.01 sec
Done training!
Mo 19. Apr 00:32:26 CEST 2021
20966
Hostname :  wr17
####### trying gpu
GOT GPU now loading data ,  [PhysicalDevice(name='/physical_device:GPU:0', device_type='GPU')]
Tesnorflow version : 2.1.0
[0] 	 RMSE: 0.4687 	 NLL: 10.9124 	 train_loss: 0.9328 	 t: 11.38 sec
[100] 	 RMSE: 0.2614 	 NLL: 2.4007 	 train_loss: 0.1349 	 t: 36.43 sec
[200] 	 RMSE: 0.2546 	 NLL: 2.2040 	 train_loss: -0.0369 	 t: 36.52 sec
[300] 	 RMSE: 0.2546 	 NLL: 2.2040 	 train_loss: 0.1773 	 t: 36.23 sec
[400] 	 RMSE: 0.2411 	 NLL: 1.8279 	 train_loss: -0.0308 	 t: 36.52 sec
[500] 	 RMSE: 0.2326 	 NLL: 1.6013 	 train_loss: -0.0403 	 t: 36.75 sec
[600] 	 RMSE: 0.2274 	 NLL: 1.4651 	 train_loss: -0.1201 	 t: 36.66 sec
[700] 	 RMSE: 0.2242 	 NLL: 1.3840 	 train_loss: -0.0112 	 t: 36.68 sec
[800] 	 RMSE: 0.2242 	 NLL: 1.3840 	 train_loss: -0.0984 	 t: 37.25 sec
[900] 	 RMSE: 0.2242 	 NLL: 1.3840 	 train_loss: -0.2147 	 t: 40.43 sec
[1000] 	 RMSE: 0.2242 	 NLL: 1.3840 	 train_loss: -0.0801 	 t: 40.48 sec
[1100] 	 RMSE: 0.2117 	 NLL: 1.0773 	 train_loss: -0.0998 	 t: 40.99 sec
[1200] 	 RMSE: 0.2117 	 NLL: 1.0773 	 train_loss: -0.1270 	 t: 40.88 sec
[1300] 	 RMSE: 0.2117 	 NLL: 1.0773 	 train_loss: -0.0517 	 t: 40.44 sec
[1400] 	 RMSE: 0.2034 	 NLL: 0.8851 	 train_loss: -0.1769 	 t: 36.51 sec
[1500] 	 RMSE: 0.2034 	 NLL: 0.8851 	 train_loss: -0.1768 	 t: 36.11 sec
[1600] 	 RMSE: 0.2034 	 NLL: 0.8851 	 train_loss: -0.1395 	 t: 36.06 sec
[1700] 	 RMSE: 0.2034 	 NLL: 0.8851 	 train_loss: -0.2520 	 t: 36.18 sec
[1800] 	 RMSE: 0.2034 	 NLL: 0.8851 	 train_loss: -0.0336 	 t: 36.44 sec
[1900] 	 RMSE: 0.2034 	 NLL: 0.8851 	 train_loss: -0.0634 	 t: 36.16 sec
[2000] 	 RMSE: 0.2034 	 NLL: 0.8851 	 train_loss: -0.2918 	 t: 36.19 sec
[2100] 	 RMSE: 0.1981 	 NLL: 0.7658 	 train_loss: -0.2968 	 t: 36.53 sec
[2200] 	 RMSE: 0.1981 	 NLL: 0.7658 	 train_loss: -0.1719 	 t: 36.16 sec
[2300] 	 RMSE: 0.1981 	 NLL: 0.7658 	 train_loss: -0.1547 	 t: 35.96 sec
[2400] 	 RMSE: 0.1973 	 NLL: 0.7481 	 train_loss: -0.1811 	 t: 36.54 sec
[2500] 	 RMSE: 0.1973 	 NLL: 0.7481 	 train_loss: -0.2049 	 t: 36.12 sec
[2600] 	 RMSE: 0.1815 	 NLL: 0.4102 	 train_loss: -0.2805 	 t: 36.41 sec
[2700] 	 RMSE: 0.1815 	 NLL: 0.4102 	 train_loss: -0.2134 	 t: 36.06 sec
[2800] 	 RMSE: 0.1815 	 NLL: 0.4102 	 train_loss: -0.2735 	 t: 36.11 sec
[2900] 	 RMSE: 0.1815 	 NLL: 0.4102 	 train_loss: -0.2448 	 t: 36.03 sec
[3000] 	 RMSE: 0.1815 	 NLL: 0.4102 	 train_loss: -0.2535 	 t: 36.11 sec
[3100] 	 RMSE: 0.1815 	 NLL: 0.4102 	 train_loss: -0.2719 	 t: 36.29 sec
[3200] 	 RMSE: 0.1815 	 NLL: 0.4102 	 train_loss: -0.2531 	 t: 36.11 sec
[3300] 	 RMSE: 0.1793 	 NLL: 0.3653 	 train_loss: -0.3842 	 t: 36.71 sec
[3400] 	 RM
